Title,Artist,Rank,Last Week,Peak Positon,Weeks on charts,Date
Ojos Marrones,Lasso,164,149,66,19,2022-11-19
Sweet Child O' Mine,Guns N' Roses,165,141,57,83,2022-11-19
Shallow,Lady Gaga & Bradley Cooper,166,168,59,114,2022-11-19
Celestial,Ed Sheeran,167,181,42,6,2022-11-19
Circles,Post Malone,168,169,49,114,2022-11-19
The Real Slim Shady,Eminem,169,165,59,45,2022-11-19
Remember,Becky Hill & David Guetta,170,190,89,14,2022-11-19
Evergreen,Omar Apollo,171,139,59,8,2022-11-19
Miss You,southstar,172,119,71,4,2022-11-19
Do I Wanna Know?,Arctic Monkeys,173,167,119,25,2022-11-19
Call Out My Name,The Weeknd,174,160,97,21,2022-11-19
10:35,Tiesto Featuring Tate McRae,175,-,175,1,2022-11-19
Numb,Marshmello & Khalid,176,143,66,22,2022-11-19
Lose Yourself,Eminem,177,183,25,40,2022-11-19
Something Just Like This,The Chainsmokers & Coldplay,178,170,102,97,2022-11-19
Billie Eilish.,Armani White,179,134,87,10,2022-11-19
Glitch,Taylor Swift,180,101,35,3,2022-11-19
The Hills,The Weeknd,181,173,44,43,2022-11-19
Dance Monkey,Tones And I,182,178,16,114,2022-11-19
One Kiss,Calvin Harris & Dua Lipa,183,162,43,24,2022-11-19
Last Last,Burna Boy,184,157,39,23,2022-11-19
Counting Stars,OneRepublic,185,196,96,89,2022-11-19
In My Head,Juice WRLD,186,55,55,2,2022-11-19
"Sex, Drugs, Etc.",Beach Weather,187,192,128,10,2022-11-19
2 Be Loved (Am I Ready),Lizzo,188,176,101,10,2022-11-19
Wasted On You,Morgan Wallen,189,200,19,42,2022-11-19
I Was Never There,The Weeknd Featuring Gesaffelstein,190,180,119,16,2022-11-19
Smells Like Teen Spirit,Nirvana,191,194,92,95,2022-11-19
Night Rider,Joji,192,-,192,1,2022-11-19
Take Me To Church,Hozier,193,-,123,89,2022-11-19
TV,Billie Eilish,194,-,25,4,2022-11-19
Dark Red,Steve Lacy,195,175,132,34,2022-11-19
Don't Start Now,Dua Lipa,196,-,30,112,2022-11-19
Bohemian Rhapsody,Queen,197,191,97,110,2022-11-19
APA,Mora & Quevedo,198,-,198,1,2022-11-19
My Universe,Coldplay x BTS,199,166,1,58,2022-11-19
Middle Of The Night,Elley Duhe,200,199,25,43,2022-11-19
Anti-Hero,Taylor Swift,1,2,1,4,2022-11-26
Unholy,Sam Smith & Kim Petras,2,4,1,8,2022-11-26
Rich Flex,Drake & 21 Savage,3,1,1,2,2022-11-26
I'm Good (Blue),David Guetta & Bebe Rexha,4,11,2,12,2022-11-26
Calm Down,Rema & Selena Gomez,5,20,5,20,2022-11-26
As It Was,Harry Styles,6,16,1,33,2022-11-26
Lift Me Up,Rihanna,7,23,3,3,2022-11-26
Under The Influence,Chris Brown,8,18,3,17,2022-11-26
La Bachata,Manuel Turizo,9,22,6,19,2022-11-26
Made You Look,Meghan Trainor,10,37,10,4,2022-11-26
Miss You,Oliver Tree & Robin Schulz,11,24,11,6,2022-11-26
I Ain't Worried,OneRepublic,12,27,5,24,2022-11-26
Major Distribution,Drake & 21 Savage,13,3,3,2,2022-11-26
Lavender Haze,Taylor Swift,14,15,2,4,2022-11-26
"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,15,32,1,19,2022-11-26
Midnight Rain,Taylor Swift,16,19,5,4,2022-11-26
Me Porto Bonito,Bad Bunny & Chencho Corleone,17,35,2,28,2022-11-26
Titi Me Pregunto,Bad Bunny,18,36,4,28,2022-11-26
Bad Habit,Steve Lacy,19,31,8,19,2022-11-26
Another Love,Tom Odell,20,38,14,81,2022-11-26
On BS,Drake & 21 Savage,21,5,5,2,2022-11-26
Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,22,6,6,2,2022-11-26
Bejeweled,Taylor Swift,23,25,8,4,2022-11-26
Spin Bout U,Drake & 21 Savage,24,7,7,2,2022-11-26
Cuff It,Beyonce,25,39,12,16,2022-11-26
Snow On The Beach,Taylor Swift Featuring Lana Del Rey,26,26,3,4,2022-11-26
All I Want For Christmas Is You,Mariah Carey,27,78,1,22,2022-11-26
Circo Loco,Drake & 21 Savage,28,8,8,2,2022-11-26
Maroon,Taylor Swift,29,29,4,4,2022-11-26
Subtitle,Official HIGE DANdism,30,48,30,5,2022-11-26
"You're On Your Own, Kid",Taylor Swift,31,30,7,4,2022-11-26
Kick Back,Kenshi Yonezu,32,41,13,6,2022-11-26
Karma,Taylor Swift,33,33,10,4,2022-11-26
Hey Mor,Ozuna Featuring Feid,34,57,34,5,2022-11-26
Save Your Tears,The Weeknd & Ariana Grande,35,49,1,98,2022-11-26
Golden Hour,JVKE,36,52,36,12,2022-11-26
Privileged Rappers,Drake & 21 Savage,37,9,9,2,2022-11-26
Snap,Rosa Linn,38,51,18,19,2022-11-26
Despecha,Rosalia,39,50,6,16,2022-11-26
Efecto,Bad Bunny,40,54,7,28,2022-11-26
BackOutsideBoyz,Drake,41,10,10,2,2022-11-26
Monotonia,Shakira + Ozuna,42,47,18,4,2022-11-26
Heat Waves,Glass Animals,43,55,1,98,2022-11-26
Die For You,Joji,44,34,34,2,2022-11-26
Die For You,The Weeknd,45,62,36,37,2022-11-26
Ojitos Lindos,Bad Bunny & Bomba Estereo,46,61,4,28,2022-11-26
Glimpse Of Us,Joji,47,43,2,23,2022-11-26
Something In The Orange,Zach Bryan,48,53,23,29,2022-11-26
Vigilante Shit,Taylor Swift,49,42,9,4,2022-11-26
Antifragile,LE SSERAFIM,50,58,38,5,2022-11-26
Broke Boys,Drake & 21 Savage,51,12,12,2,2022-11-26
Sweater Weather,The Neighbourhood,52,67,25,112,2022-11-26
Question...?,Taylor Swift,53,44,11,4,2022-11-26
No Se Va,Grupo Frontera,54,64,31,8,2022-11-26
Bones,Imagine Dragons,55,65,32,36,2022-11-26
Shirt,SZA,56,46,18,3,2022-11-26
Jimmy Cooks,Drake Featuring 21 Savage,57,59,3,22,2022-11-26
Hours In Silence,Drake & 21 Savage,58,13,13,2,2022-11-26
Shut Down,BLACKPINK,59,66,1,9,2022-11-26
Romantic Homicide,d4vd,60,71,35,11,2022-11-26
Stay,The Kid LAROI & Justin Bieber,61,70,1,71,2022-11-26
Cold Heart (PNAU Remix),Elton John & Dua Lipa,62,73,3,66,2022-11-26
Moscow Mule,Bad Bunny,63,74,2,28,2022-11-26
Shivers,Ed Sheeran,64,79,3,62,2022-11-26
Until I Found You,Stephen Sanchez,65,72,44,27,2022-11-26
Blinding Lights,The Weeknd,66,76,2,115,2022-11-26
Levitating,Dua Lipa,67,75,2,111,2022-11-26
Just Wanna Rock,Lil Uzi Vert,68,63,59,5,2022-11-26
Mockingbird,Eminem,69,85,69,5,2022-11-26
Super Freaky Girl,Nicki Minaj,70,68,5,14,2022-11-26
Last Christmas,Wham!,71,152,2,18,2022-11-26
Punto 40,Rauw Alejandro & Baby Rasta,72,90,72,6,2022-11-26
Mastermind,Taylor Swift,73,56,13,4,2022-11-26
Neverita,Bad Bunny,74,84,16,28,2022-11-26
Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,75,77,21,8,2022-11-26
Feliz Cumpleanos Ferxxo,Feid,76,88,61,11,2022-11-26
Rockin' Around The Christmas Tree,Brenda Lee,77,-,3,15,2022-11-26
Hotel Lobby (Unc And Phew),Quavo & Takeoff,78,82,78,8,2022-11-26
Pink Venom,BLACKPINK,79,81,1,13,2022-11-26
Perfect,Ed Sheeran,80,91,30,115,2022-11-26
Labyrinth,Taylor Swift,81,60,12,4,2022-11-26
Sunroof,Nicky Youre & dazy,82,83,26,26,2022-11-26
Provenza,Karol G,83,89,6,30,2022-11-26
Treacherous Twins,Drake & 21 Savage,84,14,14,2,2022-11-26
Jumbotron Shit Poppin,Drake,85,21,21,2,2022-11-26
Bad Habits,Ed Sheeran,86,92,1,73,2022-11-26
I Wanna Be Yours,Arctic Monkeys,87,100,73,11,2022-11-26
Sweet Nothing,Taylor Swift,88,69,14,4,2022-11-26
Jingle Bell Rock,Bobby Helms,89,-,4,15,2022-11-26
Hold Me Closer,Elton John & Britney Spears,90,86,6,12,2022-11-26
How Do I Say Goodbye,Dean Lewis,91,94,89,7,2022-11-26
I Like You (A Happier Song),Post Malone Featuring Doja Cat,92,93,7,24,2022-11-26
Starboy,The Weeknd Featuring Daft Punk,93,109,52,72,2022-11-26
Lokera,"Rauw Alejandro, Lyanno & Brray",94,103,55,14,2022-11-26
Wait For U,Future Featuring Drake & Tems,95,96,2,29,2022-11-26
About Damn Time,Lizzo,96,98,6,31,2022-11-26
Late Night Talking,Harry Styles,97,97,2,26,2022-11-26
Middle Of The Ocean,Drake,98,17,17,2,2022-11-26
Enemy,Imagine Dragons X JID,99,104,3,55,2022-11-26
Running Up That Hill (A Deal With God),Kate Bush,100,99,1,25,2022-11-26
Yellow,Coldplay,101,107,68,84,2022-11-26
Besos Moja2,Wisin & Yandel + Rosalia,102,119,102,7,2022-11-26
Left And Right,Charlie Puth Featuring Jung Kook,103,102,5,21,2022-11-26
Someone You Loved,Lewis Capaldi,104,114,24,115,2022-11-26
"Would've, Could've, Should've",Taylor Swift,105,87,21,4,2022-11-26
Gangsta's Paradise,Coolio Featuring L.V.,106,106,21,70,2022-11-26
Nxde,(G)I-DLE,107,95,50,4,2022-11-26
Unstoppable,Sia,108,113,83,40,2022-11-26
Gatubela,Karol G x Maldy,109,111,23,12,2022-11-26
Easy On Me,Adele,110,115,1,58,2022-11-26
Forget Me,Lewis Capaldi,111,110,48,10,2022-11-26
Santa Tell Me,Ariana Grande,112,-,5,15,2022-11-26
You Proof,Morgan Wallen,113,112,22,27,2022-11-26
Con La Brisa,Foudeqush & Ludwig Goransson,114,-,114,1,2022-11-26
Believer,Imagine Dragons,115,118,52,115,2022-11-26
Baby Shark,Pinkfong,116,120,38,114,2022-11-26
Tomorrow 2,GloRilla & Cardi B,117,136,39,8,2022-11-26
More M’s,Drake & 21 Savage,118,28,28,2,2022-11-26
Ferrari,James Hype & Miggy Dela Rosa,119,116,25,22,2022-11-26
Dream On,Aerosmith,120,148,120,2,2022-11-26
Dandelions,Ruth B.,121,124,51,44,2022-11-26
Happier Than Ever,Billie Eilish,122,123,6,68,2022-11-26
Lovely,Billie Eilish & Khalid,123,132,70,115,2022-11-26
Without Me,Eminem,124,127,39,58,2022-11-26
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,125,139,41,115,2022-11-26
Hype Boy,NewJeans,126,122,52,15,2022-11-26
Shape Of You,Ed Sheeran,127,129,55,115,2022-11-26
Rock And A Hard Place,Bailey Zimmerman,128,121,59,23,2022-11-26
Pepas,Farruko,129,126,7,70,2022-11-26
Industry Baby,Lil Nas X & Jack Harlow,130,134,2,69,2022-11-26
Viva La Vida,Coldplay,131,142,114,13,2022-11-26
Born Again,Rihanna,132,-,132,1,2022-11-26
The Kind Of Love We Make,Luke Combs,133,128,38,22,2022-11-26
The Great War,Taylor Swift,134,105,24,4,2022-11-26
Run BTS,BTS,135,-,12,5,2022-11-26
Murder In My Mind,Kordhell,136,143,113,14,2022-11-26
Vegas,Doja Cat,137,125,28,25,2022-11-26
Shinunoga E-Wa,Fujii Kaze,138,140,118,10,2022-11-26
The Astronaut,JIN,139,101,10,3,2022-11-26
The Blessing,YOASOBI,140,144,76,7,2022-11-26
10:35,Tiesto Featuring Tate McRae,141,175,141,2,2022-11-26
New Genesis,Ado,142,131,20,16,2022-11-26
Alone,Burna Boy,143,-,143,1,2022-11-26
It's Beginning To Look A Lot Like Christmas,Michael Buble,144,-,6,15,2022-11-26
Vista Al Mar,Quevedo,145,155,114,9,2022-11-26
Overdose,natori,146,147,140,6,2022-11-26
"Bzrp Music Sessions, Vol. 50",Bizarrap & Duki,147,-,147,1,2022-11-26
abcdefu,GAYLE,148,150,1,53,2022-11-26
No Role Modelz,J. Cole,149,156,97,74,2022-11-26
505,Arctic Monkeys,150,160,94,39,2022-11-26
When I Was Your Man,Bruno Mars,151,153,151,12,2022-11-26
Shallow,Lady Gaga & Bradley Cooper,152,166,59,115,2022-11-26
B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,153,130,47,12,2022-11-26
Wait In The Truck,HARDY Featuring Lainey Wilson,154,-,154,1,2022-11-26
Bigger Than The Whole Sky,Taylor Swift,155,108,22,4,2022-11-26
I'm Not The Only One,Sam Smith,156,149,94,13,2022-11-26
Celestial,Ed Sheeran,157,167,42,7,2022-11-26
Watermelon Sugar,Harry Styles,158,154,9,115,2022-11-26
Ghost,Justin Bieber,159,159,16,61,2022-11-26
It's The Most Wonderful Time Of The Year,Andy Williams,160,-,7,14,2022-11-26
Tarot,Bad Bunny & Jhay Cortez,161,162,9,28,2022-11-26
Summertime Sadness,Lana Del Rey vs. Cedric Gervais,162,146,89,18,2022-11-26
Te Felicito,Shakira & Rauw Alejandro,163,145,11,30,2022-11-26
Eu Gosto Assim,Gustavo Mioto & Mari Fernandez,164,-,164,2,2022-11-26
Party,Bad Bunny & Rauw Alejandro,165,163,8,28,2022-11-26
Call Out My Name,The Weeknd,166,174,97,22,2022-11-26
Sweet Child O' Mine,Guns N' Roses,167,165,57,84,2022-11-26
Circles,Post Malone,168,168,49,115,2022-11-26
My Mind & Me,Selena Gomez,169,80,80,2,2022-11-26
Doja,Central Cee,170,158,19,17,2022-11-26
Do I Wanna Know?,Arctic Monkeys,171,173,119,26,2022-11-26
After Like,IVE,172,157,20,13,2022-11-26
The Real Slim Shady,Eminem,173,169,59,46,2022-11-26
Here With Me,d4vd,174,-,174,1,2022-11-26
Counting Stars,OneRepublic,175,185,96,90,2022-11-26
Underneath The Tree,Kelly Clarkson,176,-,8,14,2022-11-26
I'm Yours,Isabel LaRosa,177,133,133,2,2022-11-26
Paris,Taylor Swift,178,117,30,4,2022-11-26
Ojos Marrones,Lasso,179,164,66,20,2022-11-26
La Cancion,J Balvin & Bad Bunny,180,-,123,30,2022-11-26
Thank God,Kane Brown With Katelyn Brown,181,151,62,10,2022-11-26
Lose Yourself,Eminem,182,177,25,41,2022-11-26
Dance Monkey,Tones And I,183,182,16,115,2022-11-26
The Hills,The Weeknd,184,181,44,44,2022-11-26
One Kiss,Calvin Harris & Dua Lipa,185,183,43,25,2022-11-26
California Breeze,Lil Baby,186,138,15,5,2022-11-26
Dakiti,Bad Bunny & Jhay Cortez,187,-,1,106,2022-11-26
Last Last,Burna Boy,188,184,39,24,2022-11-26
Something Just Like This,The Chainsmokers & Coldplay,189,178,102,98,2022-11-26
I Was Never There,The Weeknd Featuring Gesaffelstein,190,190,119,17,2022-11-26
Bam Bam,Camila Cabello Featuring Ed Sheeran,191,161,5,37,2022-11-26
I Guess It's Fuck Me,Drake,192,40,40,2,2022-11-26
A Holly Jolly Christmas,Burl Ives,193,-,13,13,2022-11-26
Take Me To Church,Hozier,194,193,123,90,2022-11-26
Everybody Wants To Rule The World,Tears For Fears,195,-,108,21,2022-11-26
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,196,-,148,12,2022-11-26
She Had Me At Heads Carolina,Cole Swindell,197,-,81,17,2022-11-26
Every Breath You Take,The Police,198,-,107,34,2022-11-26
Wasted On You,Morgan Wallen,199,189,19,43,2022-11-26
Don't Start Now,Dua Lipa,200,196,30,113,2022-11-26
Anti-Hero,Taylor Swift,1,1,1,5,2022-12-03
Unholy,Sam Smith & Kim Petras,2,2,1,9,2022-12-03
Rich Flex,Drake & 21 Savage,3,3,1,3,2022-12-03
I'm Good (Blue),David Guetta & Bebe Rexha,4,4,2,13,2022-12-03
All I Want For Christmas Is You,Mariah Carey,5,27,1,23,2022-12-03
Made You Look,Meghan Trainor,6,10,6,5,2022-12-03
As It Was,Harry Styles,7,6,1,34,2022-12-03
Calm Down,Rema & Selena Gomez,8,5,5,21,2022-12-03
Dreamers (Music From The FIFA World Cup Qatar 2022),Jung Kook,9,-,9,1,2022-12-03
Under The Influence,Chris Brown,10,8,3,18,2022-12-03
La Bachata,Manuel Turizo,11,9,6,20,2022-12-03
Miss You,Oliver Tree & Robin Schulz,12,11,11,7,2022-12-03
Lift Me Up,Rihanna,13,7,3,4,2022-12-03
I Ain't Worried,OneRepublic,14,12,5,25,2022-12-03
Titi Me Pregunto,Bad Bunny,15,18,4,29,2022-12-03
"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,16,15,1,20,2022-12-03
Me Porto Bonito,Bad Bunny & Chencho Corleone,17,17,2,29,2022-12-03
Another Love,Tom Odell,18,20,14,82,2022-12-03
Rockin' Around The Christmas Tree,Brenda Lee,19,77,3,16,2022-12-03
Bad Habit,Steve Lacy,20,19,8,20,2022-12-03
Last Christmas,Wham!,21,71,2,19,2022-12-03
Cuff It,Beyonce,22,25,12,17,2022-12-03
Jingle Bell Rock,Bobby Helms,23,89,4,16,2022-12-03
Lavender Haze,Taylor Swift,24,14,2,5,2022-12-03
Golden Hour,JVKE,25,36,25,13,2022-12-03
Midnight Rain,Taylor Swift,26,16,5,5,2022-12-03
Hey Mor,Ozuna Featuring Feid,27,34,27,6,2022-12-03
Kick Back,Kenshi Yonezu,28,32,13,7,2022-12-03
Subtitle,Official HIGE DANdism,29,30,29,6,2022-12-03
Just Wanna Rock,Lil Uzi Vert,30,68,30,6,2022-12-03
Despecha,Rosalia,31,39,6,17,2022-12-03
Bejeweled,Taylor Swift,32,23,8,5,2022-12-03
"Bzrp Music Sessions, Vol. 50",Bizarrap & Duki,33,147,33,2,2022-12-03
Save Your Tears,The Weeknd & Ariana Grande,34,35,1,99,2022-12-03
Snap,Rosa Linn,35,38,18,20,2022-12-03
Snow On The Beach,Taylor Swift Featuring Lana Del Rey,36,26,3,5,2022-12-03
Efecto,Bad Bunny,37,40,7,29,2022-12-03
Something In The Orange,Zach Bryan,38,48,23,30,2022-12-03
Maroon,Taylor Swift,39,29,4,5,2022-12-03
Major Distribution,Drake & 21 Savage,40,13,3,3,2022-12-03
Ojitos Lindos,Bad Bunny & Bomba Estereo,41,46,4,29,2022-12-03
Die For You,The Weeknd,42,45,36,38,2022-12-03
Santa Tell Me,Ariana Grande,43,112,5,16,2022-12-03
Heat Waves,Glass Animals,44,43,1,99,2022-12-03
"You're On Your Own, Kid",Taylor Swift,45,31,7,5,2022-12-03
Mockingbird,Eminem,46,69,46,6,2022-12-03
Karma,Taylor Swift,47,33,10,5,2022-12-03
On BS,Drake & 21 Savage,48,21,5,3,2022-12-03
Monotonia,Shakira + Ozuna,49,42,18,5,2022-12-03
Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,50,22,6,3,2022-12-03
Antifragile,LE SSERAFIM,51,50,38,6,2022-12-03
Sweater Weather,The Neighbourhood,52,52,25,113,2022-12-03
It's Beginning To Look A Lot Like Christmas,Michael Buble,53,144,6,16,2022-12-03
Spin Bout U,Drake & 21 Savage,54,24,7,3,2022-12-03
It's The Most Wonderful Time Of The Year,Andy Williams,55,160,7,15,2022-12-03
Circo Loco,Drake & 21 Savage,56,28,8,3,2022-12-03
No Se Va,Grupo Frontera,57,54,31,9,2022-12-03
Underneath The Tree,Kelly Clarkson,58,176,8,15,2022-12-03
Cold Heart (PNAU Remix),Elton John & Dua Lipa,59,62,3,67,2022-12-03
Until I Found You,Stephen Sanchez,60,65,44,28,2022-12-03
Stay,The Kid LAROI & Justin Bieber,61,61,1,72,2022-12-03
Bones,Imagine Dragons,62,55,32,37,2022-12-03
Glimpse Of Us,Joji,63,47,2,24,2022-12-03
Moscow Mule,Bad Bunny,64,63,2,29,2022-12-03
Romantic Homicide,d4vd,65,60,35,12,2022-12-03
A Holly Jolly Christmas,Burl Ives,66,193,13,14,2022-12-03
Shut Down,BLACKPINK,67,59,1,10,2022-12-03
Levitating,Dua Lipa,68,67,2,112,2022-12-03
Blinding Lights,The Weeknd,69,66,2,116,2022-12-03
Shivers,Ed Sheeran,70,64,3,63,2022-12-03
Die For You,Joji,71,44,34,3,2022-12-03
Jimmy Cooks,Drake Featuring 21 Savage,72,57,3,23,2022-12-03
Super Freaky Girl,Nicki Minaj,73,70,5,15,2022-12-03
Neverita,Bad Bunny,74,74,16,29,2022-12-03
Vigilante Shit,Taylor Swift,75,49,9,5,2022-12-03
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,76,-,11,14,2022-12-03
Hotel Lobby (Unc And Phew),Quavo & Takeoff,77,78,77,9,2022-12-03
Shirt,SZA,78,56,18,4,2022-12-03
Feliz Cumpleanos Ferxxo,Feid,79,76,61,12,2022-12-03
Punto 40,Rauw Alejandro & Baby Rasta,80,72,72,7,2022-12-03
Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,81,75,21,9,2022-12-03
Down In Atlanta,Pharrell Williams & Travis Scott,82,-,82,1,2022-12-03
Perfect,Ed Sheeran,83,80,30,116,2022-12-03
Question...?,Taylor Swift,84,53,11,5,2022-12-03
Lokera,"Rauw Alejandro, Lyanno & Brray",85,94,55,15,2022-12-03
Pink Venom,BLACKPINK,86,79,1,14,2022-12-03
Feliz Navidad,Jose Feliciano,87,-,9,14,2022-12-03
Provenza,Karol G,88,83,6,31,2022-12-03
Cairo,Karol G & Ovy On The Drums,89,-,89,1,2022-12-03
Hold Me Closer,Elton John & Britney Spears,90,90,6,13,2022-12-03
How Do I Say Goodbye,Dean Lewis,91,91,89,8,2022-12-03
Bad Habits,Ed Sheeran,92,86,1,74,2022-12-03
Left And Right,Charlie Puth Featuring Jung Kook,93,103,5,22,2022-12-03
Privileged Rappers,Drake & 21 Savage,94,37,9,3,2022-12-03
Sunroof,Nicky Youre & dazy,95,82,26,27,2022-12-03
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,96,-,96,1,2022-12-03
I Like You (A Happier Song),Post Malone Featuring Doja Cat,97,92,7,25,2022-12-03
I Wanna Be Yours,Arctic Monkeys,98,87,73,12,2022-12-03
BackOutsideBoyz,Drake,99,41,10,3,2022-12-03
Late Night Talking,Harry Styles,100,97,2,27,2022-12-03
Starboy,The Weeknd Featuring Daft Punk,101,93,52,73,2022-12-03
Broke Boys,Drake & 21 Savage,102,51,12,3,2022-12-03
Con La Brisa,Foudeqush & Ludwig Goransson,103,114,103,2,2022-12-03
Enemy,Imagine Dragons X JID,104,99,3,56,2022-12-03
Mastermind,Taylor Swift,105,73,13,5,2022-12-03
Tukoh Taka (Music From The FIFA World Cup Qatar 2022),Nicki Minaj x Maluma x Myriam Fares,106,-,106,1,2022-12-03
Sleigh Ride,The Ronettes,107,-,13,13,2022-12-03
About Damn Time,Lizzo,108,96,6,32,2022-12-03
Easy On Me,Adele,109,110,1,59,2022-12-03
Dream On,Aerosmith,110,120,110,3,2022-12-03
Wait For U,Future Featuring Drake & Tems,111,95,2,30,2022-12-03
Besos Moja2,Wisin & Yandel + Rosalia,112,102,102,8,2022-12-03
Running Up That Hill (A Deal With God),Kate Bush,113,100,1,26,2022-12-03
It's Beginning To Look Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,114,-,27,12,2022-12-03
The Christmas Song (Merry Christmas To You),Nat King Cole,115,-,16,13,2022-12-03
Gatubela,Karol G x Maldy,116,109,23,13,2022-12-03
You Proof,Morgan Wallen,117,113,22,28,2022-12-03
Unstoppable,Sia,118,108,83,41,2022-12-03
Believer,Imagine Dragons,119,115,52,116,2022-12-03
Snowman,Sia,120,-,25,18,2022-12-03
Yellow,Coldplay,121,101,68,85,2022-12-03
Someone You Loved,Lewis Capaldi,122,104,24,116,2022-12-03
Tomorrow 2,GloRilla & Cardi B,123,117,39,9,2022-12-03
Labyrinth,Taylor Swift,124,81,12,5,2022-12-03
Gangsta's Paradise,Coolio Featuring L.V.,125,106,21,71,2022-12-03
Without Me,Eminem,126,124,39,59,2022-12-03
Hours In Silence,Drake & 21 Savage,127,58,13,3,2022-12-03
Forget Me,Lewis Capaldi,128,111,48,11,2022-12-03
Sweet Nothing,Taylor Swift,129,88,14,5,2022-12-03
Baby Shark,Pinkfong,130,116,38,115,2022-12-03
Rock And A Hard Place,Bailey Zimmerman,131,128,59,24,2022-12-03
Dandelions,Ruth B.,132,121,51,45,2022-12-03
The Kind Of Love We Make,Luke Combs,133,133,38,23,2022-12-03
Lovely,Billie Eilish & Khalid,134,123,70,116,2022-12-03
Mistletoe,Justin Bieber,135,-,19,14,2022-12-03
Here With Me,d4vd,136,174,136,2,2022-12-03
Shape Of You,Ed Sheeran,137,127,55,116,2022-12-03
Viva La Vida,Coldplay,138,131,114,14,2022-12-03
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,139,125,41,116,2022-12-03
Hype Boy,NewJeans,140,126,52,16,2022-12-03
Ferrari,James Hype & Miggy Dela Rosa,141,119,25,23,2022-12-03
Happier Than Ever,Billie Eilish,142,122,6,69,2022-12-03
Nxde,(G)I-DLE,143,107,50,5,2022-12-03
Pepas,Farruko,144,129,7,71,2022-12-03
Industry Baby,Lil Nas X & Jack Harlow,145,130,2,70,2022-12-03
Alone,Burna Boy,146,143,143,2,2022-12-03
Evoque Prata,MC MENOR HR E MC Menor SG & DJ ESCOBAR,147,-,147,1,2022-12-03
White Christmas,Bing Crosby,148,-,24,13,2022-12-03
Vegas,Doja Cat,149,137,28,26,2022-12-03
Shinunoga E-Wa,Fujii Kaze,150,138,118,11,2022-12-03
Murder In My Mind,Kordhell,151,136,113,15,2022-12-03
Watermelon Sugar,Harry Styles,152,158,9,116,2022-12-03
Counting Stars,OneRepublic,153,175,96,91,2022-12-03
No Role Modelz,J. Cole,154,149,97,75,2022-12-03
Run BTS,BTS,155,135,12,6,2022-12-03
Celestial,Ed Sheeran,156,157,42,8,2022-12-03
New Genesis,Ado,157,142,20,17,2022-12-03
Christmas (Baby Please Come Home),Darlene Love,158,-,27,13,2022-12-03
"Would've, Could've, Should've",Taylor Swift,159,105,21,5,2022-12-03
Vista Al Mar,Quevedo,160,145,114,10,2022-12-03
abcdefu,GAYLE,161,148,1,54,2022-12-03
Shallow,Lady Gaga & Bradley Cooper,162,152,59,116,2022-12-03
When I Was Your Man,Bruno Mars,163,151,151,13,2022-12-03
The Real Slim Shady,Eminem,164,173,59,47,2022-12-03
Summertime Sadness,Lana Del Rey vs. Cedric Gervais,165,162,89,19,2022-12-03
I'm Not The Only One,Sam Smith,166,156,94,14,2022-12-03
Jumbotron Shit Poppin,Drake,167,85,21,3,2022-12-03
505,Arctic Monkeys,168,150,94,40,2022-12-03
Jingle Bells,Frank Sinatra,169,-,42,11,2022-12-03
Te Felicito,Shakira & Rauw Alejandro,170,163,11,31,2022-12-03
Sweet Child O' Mine,Guns N' Roses,171,167,57,85,2022-12-03
Party,Bad Bunny & Rauw Alejandro,172,165,8,29,2022-12-03
Ghost,Justin Bieber,173,159,16,62,2022-12-03
Tarot,Bad Bunny & Jhay Cortez,174,161,9,29,2022-12-03
After Like,IVE,175,172,20,14,2022-12-03
Wasted On You,Morgan Wallen,176,199,19,44,2022-12-03
B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,177,153,47,13,2022-12-03
Wonderful Christmastime,Paul McCartney,178,-,18,13,2022-12-03
10:35,Tiesto Featuring Tate McRae,179,141,141,3,2022-12-03
Eu Gosto Assim,Gustavo Mioto & Mari Fernandez,180,164,164,3,2022-12-03
Lose Yourself,Eminem,181,182,25,42,2022-12-03
The Blessing,YOASOBI,182,140,76,8,2022-12-03
The Astronaut,JIN,183,139,10,4,2022-12-03
Circles,Post Malone,184,168,49,116,2022-12-03
